date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:16:32	3264/3264	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/flags/Brazil-310ab6c812922e6c4d41ceb2202068a1d26832e07dae4cecb3830eab8af77b18.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/flags/Brazil-310ab6c812922e6c4d41ceb2202068a1d26832e07dae4cecb3830eab8af77b18.png	(from https://linuxjourney.com/)
09:16:33	91/91	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Sep%202021%2003:46:29%20GMT	https://linuxjourney.com/change_locale/ru	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/change_locale/ru	(from https://linuxjourney.com/)
09:16:34	2868/2868	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/flags/Russian_Federation-53fd16ec69b6d9df7eea62dd5a8b9c25af59baa8083014805f608453f78248a1.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/flags/Russian_Federation-53fd16ec69b6d9df7eea62dd5a8b9c25af59baa8083014805f608453f78248a1.png	(from https://linuxjourney.com/)
09:16:35	91/91	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Sep%202021%2003:46:31%20GMT	https://linuxjourney.com/change_locale/sk	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/change_locale/sk	(from https://linuxjourney.com/)
09:16:36	3129/3129	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/flags/Slovakia-46be644389be9b49b84af277928eaed5c42d3b8896cd16a7003b20f70386937c.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/flags/Slovakia-46be644389be9b49b84af277928eaed5c42d3b8896cd16a7003b20f70386937c.png	(from https://linuxjourney.com/)
09:16:37	91/91	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Sep%202021%2003:46:34%20GMT	https://linuxjourney.com/change_locale/es	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/change_locale/es	(from https://linuxjourney.com/)
09:16:38	2861/2861	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/flags/Spain-dfaad24e944a60d73aec50d0c2b4949371e8cc0fbb3df645a81d089811c29c07.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/flags/Spain-dfaad24e944a60d73aec50d0c2b4949371e8cc0fbb3df645a81d089811c29c07.png	(from https://linuxjourney.com/)
09:16:38	91/91	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Sep%202021%2003:46:35%20GMT	https://linuxjourney.com/change_locale/tr	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/change_locale/tr	(from https://linuxjourney.com/)
09:16:39	3065/3065	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/flags/Turkey-20599e2a6d865c86dd4cc820518027a2d7a2b291a15cdca0517d2fb45efa4557.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/flags/Turkey-20599e2a6d865c86dd4cc820518027a2d7a2b291a15cdca0517d2fb45efa4557.png	(from https://linuxjourney.com/)
09:16:40	2013/2013	---MCZ	200	added ('OK')	text/css	etag:W/%22bd21b0313fe7dc2b8ac08955a7ef1209%22	http://cdn-images.mailchimp.com/embedcode/horizontal-slim-10_7.css	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/cdn-images.mailchimp.com/embedcode/horizontal-slim-10_7.css	(from https://linuxjourney.com/)
09:16:40	38485/38485	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/jumbotron-60c93c2fc6bb16079b70fe2eccacaa05f2d6b002af4ff0667ddd8e283cbf81fd.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/jumbotron-60c93c2fc6bb16079b70fe2eccacaa05f2d6b002af4ff0667ddd8e283cbf81fd.png	(from https://linuxjourney.com/)
09:16:41	6199/6199	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:38%20GMT	https://linuxjourney.com/lesson/linux-history	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/linux-history.html	(from https://linuxjourney.com/)
09:16:42	24859/24859	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/getting-started-cd39013b87fac4b4b5d668752511f154a673adc94fad86c9be53f0016bf3bc35.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/getting-started-cd39013b87fac4b4b5d668752511f154a673adc94fad86c9be53f0016bf3bc35.png	(from https://linuxjourney.com/)
09:16:43	6778/6778	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:39%20GMT	https://linuxjourney.com/lesson/the-shell	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/the-shell.html	(from https://linuxjourney.com/)
09:16:43	16306/16306	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/command-line-dd6a59e10b5ec94f43e805d35d8556dfd070c25871788dd8b5a09a536a477b0a.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/command-line-dd6a59e10b5ec94f43e805d35d8556dfd070c25871788dd8b5a09a536a477b0a.png	(from https://linuxjourney.com/)
09:16:44	6909/6909	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:41%20GMT	https://linuxjourney.com/lesson/stdout-standard-out-redirect	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/stdout-standard-out-redirect.html	(from https://linuxjourney.com/)
09:16:45	20421/20421	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/text-fu-622e3761a4638fdc72b7c21d2e6d41ae71861da119bdafe677a9bafa0627f1ca.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/text-fu-622e3761a4638fdc72b7c21d2e6d41ae71861da119bdafe677a9bafa0627f1ca.png	(from https://linuxjourney.com/)
09:16:46	6450/6450	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:42%20GMT	https://linuxjourney.com/lesson/regular-expressions-regex	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/regular-expressions-regex.html	(from https://linuxjourney.com/)
09:16:46	21096/21096	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/text-fu-advanced-384999618925a5ad54abb9113cfab05f5bd3f7e341d16aecbcbf1c83711e2378.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/text-fu-advanced-384999618925a5ad54abb9113cfab05f5bd3f7e341d16aecbcbf1c83711e2378.png	(from https://linuxjourney.com/)
09:16:47	6218/6218	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:44%20GMT	https://linuxjourney.com/lesson/users-and-groups	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/users-and-groups.html	(from https://linuxjourney.com/)
09:16:48	21495/21495	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/user-management-11b3136e7e9f551e6efa2929fbef7b3f4693dd8e9d33f8db709c3415b6815dca.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/user-management-11b3136e7e9f551e6efa2929fbef7b3f4693dd8e9d33f8db709c3415b6815dca.png	(from https://linuxjourney.com/)
09:16:49	5477/5477	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:45%20GMT	https://linuxjourney.com/lesson/file-permissions	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/file-permissions.html	(from https://linuxjourney.com/)
09:16:49	19060/19060	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/access-6157a84d9ecc01b59ff9ed57040090948fc8851e60647033087af0f58d4236f4.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/access-6157a84d9ecc01b59ff9ed57040090948fc8851e60647033087af0f58d4236f4.png	(from https://linuxjourney.com/)
09:16:49	7451/7451	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:46%20GMT	https://linuxjourney.com/lesson/monitor-processes-ps-command	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/monitor-processes-ps-command.html	(from https://linuxjourney.com/)
09:16:49	25909/25909	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/processes-bf5fd64c3ace61821e8378b9911ef0606de5721e178d319abdc443fb82c9547a.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/processes-bf5fd64c3ace61821e8378b9911ef0606de5721e178d319abdc443fb82c9547a.png	(from https://linuxjourney.com/)
09:16:50	5518/5518	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:47%20GMT	https://linuxjourney.com/lesson/software-distribution	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/software-distribution.html	(from https://linuxjourney.com/)
09:16:50	20060/20060	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/package-management-9a40f89dde6d2e2d861722093b97eadc3b852446125df64ea2ce344dc47ef00d.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/package-management-9a40f89dde6d2e2d861722093b97eadc3b852446125df64ea2ce344dc47ef00d.png	(from https://linuxjourney.com/)
09:16:51	5631/5631	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:48%20GMT	https://linuxjourney.com/lesson/dev-directory	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/dev-directory.html	(from https://linuxjourney.com/)
09:16:51	16889/16889	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/devices-5088f49b6a0d4ce892e106ee1e837e401de62d8f1ee8648ac00bd9a0e9f576c2.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/devices-5088f49b6a0d4ce892e106ee1e837e401de62d8f1ee8648ac00bd9a0e9f576c2.png	(from https://linuxjourney.com/)
09:16:51	6735/6735	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:48%20GMT	https://linuxjourney.com/lesson/filesystem-hierarchy	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/filesystem-hierarchy.html	(from https://linuxjourney.com/)
09:16:52	16542/16542	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/filesystem-6bfae474a9f31492fcc960a1c49ed97ac7d64038ddbde2d69258e3e7cd79f241.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/filesystem-6bfae474a9f31492fcc960a1c49ed97ac7d64038ddbde2d69258e3e7cd79f241.png	(from https://linuxjourney.com/)
09:16:52	5683/5683	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:49%20GMT	https://linuxjourney.com/lesson/boot-process-overview	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/boot-process-overview.html	(from https://linuxjourney.com/)
09:16:52	21374/21374	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:07%20GMT	https://linuxjourney.com/assets/booting-32f576a824d0160350167ece5da8fb719edd1e814ecbfaec20f6da7d9f31bfa0.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/booting-32f576a824d0160350167ece5da8fb719edd1e814ecbfaec20f6da7d9f31bfa0.png	(from https://linuxjourney.com/)
09:16:53	4982/4982	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:50%20GMT	https://linuxjourney.com/lesson/kernel-overview	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/kernel-overview.html	(from https://linuxjourney.com/)
09:16:53	19467/19467	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/kernel-99533d3ebf83d9bb34e8971887d90acb259f72d0092aa1f628d6c7036bd62144.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/kernel-99533d3ebf83d9bb34e8971887d90acb259f72d0092aa1f628d6c7036bd62144.png	(from https://linuxjourney.com/)
09:16:53	7100/7100	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:50%20GMT	https://linuxjourney.com/lesson/sysv-overview	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/sysv-overview.html	(from https://linuxjourney.com/)
09:16:54	20912/20912	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/init-36c89d8f5958b7a10251e5958735345be7997426ab3d6db3f84c4dc04a99f9af.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/init-36c89d8f5958b7a10251e5958735345be7997426ab3d6db3f84c4dc04a99f9af.png	(from https://linuxjourney.com/)
09:16:55	7904/7904	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:51%20GMT	https://linuxjourney.com/lesson/tracking-processes-top	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/tracking-processes-top.html	(from https://linuxjourney.com/)
09:16:56	19514/19514	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/process-utilization-7cbd9417e89126a2548cb7ce59555fe53682fe00aa9e509840c4f22fa25b4d16.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/process-utilization-7cbd9417e89126a2548cb7ce59555fe53682fe00aa9e509840c4f22fa25b4d16.png	(from https://linuxjourney.com/)
09:16:58	5836/5836	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:53%20GMT	https://linuxjourney.com/lesson/system-logging	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/system-logging.html	(from https://linuxjourney.com/)
09:16:59	18943/18943	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202017%2023:17:08%20GMT	https://linuxjourney.com/assets/logging-6a62164e665c33b2f4d0fa4d1a002a934c291ce3fa9eebb8398612256ddb5241.png	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/assets/logging-6a62164e665c33b2f4d0fa4d1a002a934c291ce3fa9eebb8398612256ddb5241.png	(from https://linuxjourney.com/)
09:17:00	5894/5894	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2003:46:57%20GMT	https://linuxjourney.com/lesson/network-file-sharing	C:/Users/PLR/Documents/My%20Web%20Clones/Linux%20Journey%20Web%20Clone/linuxjourney.com/lesson/network-file-sharing.html	(from https://linuxjourney.com/)
